ip_request_rate,login_attempts,failed_logins,session_duration,pages_visited,request_size_kb,unique_endpoints,time_of_day,label
13.59743659980243,1,1,397.70891635742197,15,24.879625844033765,5,17,normal
21.951111342583655,3,1,43.860100865928686,17,2.6583867018444707,5,11,normal
11.734602307407888,1,0,559.1415806750035,17,27.86186585835675,3,17,normal
25.73727420855344,3,0,249.5057053030974,1,16.187639255235744,2,14,normal
12.446052537474694,2,1,560.1095958421741,14,5.310236441653043,6,12,normal
5.062436441859197,3,1,530.1026509989347,17,42.50915484877138,9,16,normal
21.55841891039344,3,0,199.01078187924514,3,13.182243707925673,8,18,normal
3.3662312316069705,3,0,387.89981652072254,1,4.01157539149642,3,12,normal
1.8008863843374363,2,1,279.93025012030955,19,23.54710189755678,6,15,normal
25.951733931038582,1,1,52.135798624771226,15,18.329436749857514,5,6,normal
25.008201109840073,1,0,78.64805504644775,13,10.121811682746214,3,12,normal
5.01223968011624,1,1,324.29119853168135,19,39.86171664105083,3,17,normal
22.577236646974345,2,0,135.07019436888092,9,34.58074508788564,1,15,normal
27.541198101167932,3,1,166.67879471971983,16,9.551866856811714,5,6,normal
28.691093139232628,3,1,345.9818099314984,3,12.762683980307294,3,10,normal
4.484774786363623,1,1,82.32546751366186,15,2.5160757147890216,4,10,normal
14.75104104353243,2,1,310.2210488165944,7,17.64206389392534,5,12,normal
2.393708801713978,2,0,535.407820759887,10,31.480065827854702,1,13,normal
20.102115316949405,3,1,45.11144700872443,12,19.714411347222836,1,6,normal
24.524921125344086,3,0,386.7856119578965,1,48.07893290928375,2,18,normal
3.7388458619219236,3,0,70.57752962233053,8,19.57713273779547,2,8,normal
9.173788468428597,2,0,228.5518645383225,11,43.93486466958912,4,14,normal
24.30094698116061,1,1,131.140539954442,9,28.64175404562294,3,6,normal
22.217784903689566,2,0,472.5553876229382,5,12.310544559621839,7,18,normal
22.457354052973862,3,0,245.30546512048807,17,25.50999243616893,9,11,normal
9.631420060770015,3,0,60.48661914600028,9,42.43358563273169,9,12,normal
28.747225668667234,3,1,305.0369412963062,15,4.622578354165352,5,8,normal
18.470786851132452,3,0,458.8534817794776,16,39.586098068330415,5,15,normal
29.253198047497897,2,0,61.84655816608952,3,44.44135704653584,2,20,normal
5.14675877953224,2,1,382.3842960902688,6,4.663286902692373,8,15,normal
12.502896456673303,3,1,113.56474836445453,5,12.044789585014126,8,21,normal
26.03101713768111,2,1,164.9105603987849,7,49.307052659232106,4,9,normal
11.911527980396556,3,0,472.97374207863896,7,21.498989457725326,3,12,normal
13.59910349015987,1,0,260.9651894654078,8,6.317549215466691,9,12,normal
22.635301498697274,1,1,578.4383526304889,17,4.603120423821034,1,11,normal
13.653739116590124,2,1,587.4033811899344,13,2.6364156415535174,5,21,normal
16.303332163502695,3,1,72.06404189917735,3,34.92285059377905,9,7,normal
5.820247525368335,1,1,197.86154969847502,1,31.56412496416114,6,8,normal
27.13358230423868,1,0,190.1490180675713,16,44.56805730260036,8,17,normal
10.734141879111933,2,1,398.7035661511726,8,17.990935287289613,2,17,normal
3.25430447198456,1,1,592.1401243533736,17,14.348293604862812,5,9,normal
18.480674578675657,1,0,549.2284951614902,6,47.51509570795024,5,20,normal
27.656120003231226,2,1,529.6970469777018,13,8.659295926281548,8,6,normal
23.55046622832154,2,1,591.6130488793375,11,29.909470409930687,9,11,normal
25.04576240048892,1,0,66.20174286630078,9,21.033565365714427,1,10,normal
2.6348894028768863,2,1,493.3535752041442,5,49.83352343515832,5,12,normal
23.300635040234805,1,1,514.2990126861246,17,12.433699200316777,9,19,normal
8.291830745842155,1,0,148.1197599345922,1,33.74918387808991,2,17,normal
8.791501978733914,3,1,313.954156388159,3,26.24809330504367,1,11,normal
29.071239197754867,2,1,481.3361684976908,17,7.133753808306716,7,20,normal
23.755379654384978,2,1,488.8754604860363,7,7.250388041545103,2,11,normal
18.63454763671467,2,1,346.2448968690686,19,45.25585537744055,4,14,normal
15.905695185634514,3,1,199.83688737891177,10,43.18700358296389,5,18,normal
5.2651309469421,1,1,468.28311254977655,5,49.011612476631115,5,7,normal
10.533796698337738,3,0,166.88300270357004,19,27.09453912734647,7,12,normal
17.958217072525457,3,1,427.67051700725114,4,9.503064177757668,8,14,normal
27.006863887274342,3,0,410.5079109569855,18,30.29580207927753,3,8,normal
24.831928468489025,2,1,228.14295225512961,6,6.47147561947974,9,17,normal
6.983677833767983,2,0,316.94784438726845,13,16.418346851661436,9,20,normal
19.209111295236326,3,1,527.939815740863,16,3.5233590128157557,4,6,normal
3.450993222739776,3,0,592.1664876440847,15,18.83836908817341,6,19,normal
18.929388374378583,3,1,293.6447881958943,13,3.5858974443064517,8,8,normal
21.68713799065202,3,0,321.65614200592967,15,2.008371560312911,2,15,normal
11.270253453000638,3,0,89.77542492351412,5,9.523051984559924,7,14,normal
25.38058959046,2,1,335.1412714888484,17,17.474879781773883,9,9,normal
11.298024795099838,1,0,303.3617979999226,4,27.086773820018117,2,20,normal
22.61774475134557,1,1,102.72077259347134,9,17.203618276659945,4,15,normal
18.61910144651361,3,1,314.0011877738959,6,30.485853558165914,1,10,normal
3.9516917059917085,2,1,170.19590517916964,4,42.615467132889236,8,12,normal
25.427107023647267,3,0,40.39821441416579,5,49.12774153697602,6,7,normal
17.703954116364137,3,1,33.02100364663509,17,24.79206457330983,6,8,normal
24.804982721447224,2,0,334.970937265599,19,42.00983665577993,5,11,normal
29.071827928622792,3,1,319.3379158501394,17,26.727081147465274,1,15,normal
23.265605541842326,2,0,318.4792551248278,4,16.371788511895957,3,6,normal
11.707683963786987,2,0,66.12373316947762,12,10.485657885346674,8,7,normal
3.5481752260370474,3,0,31.545212666167913,9,29.98411766008829,8,11,normal
12.943386510270788,2,0,559.8316122212607,12,20.721655500327888,5,13,normal
29.736954817264326,2,1,246.16029342936622,1,37.18547213985792,6,17,normal
25.41303452598989,3,0,457.7860971162287,3,8.631156997584151,5,8,normal
20.290719400189804,2,1,234.53337595039642,13,29.621180451855306,2,13,normal
14.106509437672138,2,1,293.7274778316757,6,27.219162564774336,1,14,normal
11.30551110273348,3,0,333.1587634222592,8,11.83675685077742,7,8,normal
13.514316150956835,3,0,446.4130079813018,10,7.393967596837669,1,9,normal
22.502366423032317,3,1,598.6847910765907,1,35.49553283155122,7,6,normal
1.9724406073376022,2,1,464.6014508721936,10,17.43304656143742,6,18,normal
4.20832037170101,1,1,374.25598708133214,15,39.966120606087905,5,18,normal
7.648290461746603,1,1,36.955751221285375,19,34.85044800112145,4,15,normal
8.30217270830163,1,1,133.51069857681262,10,17.4549507303379,6,13,normal
13.284309010194004,2,1,380.521649997013,13,7.386251610081563,2,14,normal
8.424450423756205,3,1,88.26121860836378,16,34.984215781906165,8,10,normal
21.50992039508856,2,0,358.48436529508353,9,21.494468229468108,8,14,normal
27.841486874296514,3,0,94.54568612923049,14,9.722883534958974,7,14,normal
10.63224596699323,2,0,159.6155038999542,15,20.25063384157145,9,10,normal
10.720720007731126,1,0,374.1212730861792,3,20.209350332751693,9,15,normal
27.675812875970053,2,0,227.7633250808498,2,45.963508884495404,3,11,normal
6.115222608680476,3,1,268.7875062175923,1,18.43849800627334,6,15,normal
1.3797392410616753,1,0,131.48050111575833,9,7.858805023779091,6,11,normal
3.475140374280672,1,1,316.2511558888083,1,15.84187785029624,7,8,normal
7.087262199771987,3,1,146.9295950747441,17,2.3092085584806963,8,8,normal
2.9055505434222186,2,0,288.37463580637575,2,26.95556661723372,1,7,normal
15.41334651581622,3,0,88.69944321884984,8,43.1583882401691,7,8,normal
11.825970172112836,2,0,397.079739646239,1,1.7566246051870706,2,12,normal
20.10879431539439,1,0,156.52413230178118,8,5.653374808236405,5,8,normal
26.736353992891587,3,1,86.68159387282674,14,30.35827140776049,4,9,normal
20.37446896054874,1,1,197.09420624877757,16,4.802788240042291,7,6,normal
7.028701399234793,3,1,133.41819800118446,4,32.324815398905535,2,7,normal
27.408096102668814,1,1,221.443538575406,2,18.47143100365698,7,17,normal
25.088980690392244,1,1,471.08567822476397,9,22.088263192198177,3,9,normal
29.26187069076723,1,1,352.4926733809395,14,23.817739908343814,1,7,normal
1.6516099412834047,2,0,338.73150235669414,13,20.426227158050537,9,11,normal
19.706570865310553,2,1,105.39744034143833,13,34.715481951677894,5,16,normal
24.854932401438543,1,1,358.61439104312456,6,3.8251822958276493,5,14,normal
15.426481925416827,3,0,36.26762233533387,6,36.74313663372359,2,17,normal
19.35984383736598,1,0,356.77779556225835,17,21.22914098215762,2,17,normal
28.800188142083396,1,0,81.4920675292365,19,12.644780929225387,5,16,normal
9.372118366350296,1,0,199.35937790520975,3,47.4906864543594,7,20,normal
28.66852115964936,2,0,305.7403169014753,4,27.222217555955574,3,8,normal
25.40436014899126,1,1,574.484698252383,11,17.04507259543956,2,10,normal
10.987128229282764,1,0,312.4300502375331,11,30.115159884273652,9,12,normal
3.2020689007190404,2,0,31.33345265669361,19,13.971184292883153,2,17,normal
11.468243011260776,3,0,578.3963078855471,17,47.53674901412972,7,6,normal
6.36885493631997,2,1,527.5791264495527,8,32.12799457404596,1,12,normal
21.99899654892102,2,1,172.31076504973598,12,11.44986737007031,9,18,normal
20.427606471951137,2,1,557.3915409269296,7,2.1803259399970427,5,12,normal
9.623121213803973,2,0,568.2318987946574,18,37.38069513195091,4,12,normal
14.199166866048527,3,1,397.39159085671866,14,30.015358984861624,3,17,normal
4.496439687541086,2,0,426.8846022505397,8,22.331092006534,7,17,normal
17.600405023570506,1,1,480.7122039582092,13,31.48162313363195,2,12,normal
14.39634266669204,2,1,30.13538843825421,13,26.682388134346994,3,16,normal
29.940089205466787,1,1,80.46974404976234,12,31.56152042930932,8,17,normal
29.53842060677956,2,1,268.1270658353802,7,26.364699985908892,1,19,normal
1.0970444992463975,1,1,199.29163957928287,18,15.167251962571509,5,14,normal
9.040703725206434,1,1,55.70738601558421,15,19.524169034404242,8,9,normal
7.329362748086861,2,0,478.2166582168647,11,29.633434334175647,7,13,normal
26.641770365813585,3,1,379.6444918501034,7,49.56284699378034,8,9,normal
25.29694632321412,2,0,503.466235117856,14,11.918155680029056,2,14,normal
7.3941000630350855,1,1,474.3631499330494,6,40.13809951292882,6,20,normal
7.273396668060052,1,0,370.44622128529437,17,9.107814836364621,3,7,normal
15.24440388519017,1,1,541.5386043863361,3,11.609808305914703,8,18,normal
16.572258263908992,1,1,360.64913846755235,2,23.142888839798513,8,8,normal
8.915821870833133,1,0,55.294698213944955,2,43.175317054639805,9,20,normal
20.00201743853163,1,0,79.58245314950378,15,0.7515659209922854,5,21,normal
15.380396317284353,2,0,155.50442511139246,13,44.77675658291934,1,7,normal
15.359249283405255,2,0,546.7128200834106,3,17.716555791158555,2,13,normal
17.40622695587794,1,0,530.8190922224401,19,43.473959800551576,1,16,normal
26.15153182783427,1,0,507.0975971672931,10,5.7387876445149075,6,17,normal
5.599548053499137,3,0,526.9508108147822,19,44.01403827129251,5,19,normal
27.352337968811668,2,1,347.02358897266146,13,25.61965282116139,7,7,normal
9.324105862072471,2,0,589.2761214756314,17,6.2342709106227545,2,17,normal
1.2630997349290238,1,0,103.21576931311908,19,38.17088117385039,9,21,normal
25.363523579495343,3,1,459.60833540879594,4,9.100797027724557,4,7,normal
28.4716387594338,1,1,68.38984283719986,10,23.941907477536883,6,15,normal
3.1661381149777665,2,1,594.3845724678688,15,48.45945383664173,4,16,normal
4.772500963788327,1,1,44.01454238151686,11,41.164890896668325,3,16,normal
20.81556592158865,2,1,185.96719978054955,4,21.59597446068066,9,12,normal
16.283698790144,1,0,200.0734256642958,2,38.75472761083182,4,11,normal
4.808718665871964,3,0,579.0448924608752,15,21.276502187843054,4,11,normal
23.042728274704817,1,0,207.81263458222435,6,11.882752991608767,3,21,normal
26.1755615912254,2,0,298.77350225843225,8,8.382664044823592,9,6,normal
3.6437702217795587,3,0,511.52644002662595,7,31.497905920755063,5,13,normal
27.70458758665492,3,1,484.0262558564205,14,30.117199623560133,4,9,normal
17.19396750491274,1,1,66.59909413282642,2,39.979175481540814,1,13,normal
14.473359302438494,2,1,255.46069781158215,15,30.201017131905534,9,6,normal
28.626810503122794,1,1,442.84262563205476,19,5.6940438316996556,1,17,normal
29.61321520474725,3,1,304.9431374844072,1,28.20260983260225,2,17,normal
3.1000718922439034,1,0,533.0440869171721,1,41.313445321393274,6,12,normal
4.84875686724875,3,1,422.99503240824146,18,41.16131603648839,7,17,normal
4.032467369697607,3,0,432.69116409753366,6,29.941443550158336,9,12,normal
18.775381071102572,1,1,563.065034720692,8,35.84730314055518,4,19,normal
18.755481590553583,3,0,406.6674674305729,16,27.605822619609945,6,15,normal
14.94621111202056,3,0,123.47970416401343,14,4.540684110514184,6,17,normal
8.165993786294248,1,0,526.916632957555,19,48.805330163047,4,18,normal
6.281419554972279,3,0,405.4634320354994,19,8.50279093526673,6,7,normal
19.944627557882573,1,1,339.21282236003947,3,4.535561232845121,3,8,normal
7.396272622747375,2,0,146.03961979507832,7,23.399836358596158,5,20,normal
13.061313618261282,1,1,449.149670239479,18,43.4180590580612,9,9,normal
1.8524389269387114,2,1,375.5275667298678,15,45.0847422685573,6,12,normal
9.028006119816496,3,1,550.0471070015138,12,19.500434017455916,2,13,normal
25.243943849655075,1,0,472.3201180101948,4,45.49710977294923,7,15,normal
7.888756422792452,2,1,133.15686304440916,5,3.9220729162376626,9,19,normal
3.824408384053013,1,0,367.96348790411565,7,18.282051785288402,2,12,normal
5.74219230496566,3,0,582.5650237311139,2,42.97031956917394,5,20,normal
18.06396636687756,1,0,288.66003858867435,11,44.243628648207256,6,19,normal
10.595791526685986,1,1,411.55252883183596,9,21.828932421259395,4,13,normal
18.897204611516873,1,0,125.21388750354141,11,36.9518997457492,5,17,normal
14.764295396744602,1,1,489.2319871815303,15,43.4794283854063,4,7,normal
29.614096430357687,1,0,161.74462008375858,1,6.5444407434963265,6,10,normal
28.08237550830924,1,0,319.1238409523837,14,34.566289360396475,4,10,normal
14.917015366170123,3,0,39.90648040572339,18,48.66833852948215,7,20,normal
8.372512817027303,3,1,225.31248822892175,6,7.412737110437488,4,21,normal
28.25477396587841,3,1,582.8498662811442,1,36.67605900610838,6,10,normal
28.93705815179157,3,1,407.13043971155366,11,34.32077740033747,2,7,normal
18.917569965835202,3,1,468.056037778561,8,39.87776339897196,4,6,normal
18.417676733840846,3,1,501.2981637157701,16,32.73603236355386,2,7,normal
18.543663758025684,3,0,523.8700404907579,16,37.74517424947084,5,18,normal
9.371882270388506,3,1,400.791639241278,6,16.688141497380315,6,8,normal
24.4275323162965,2,0,484.7537798494217,19,43.51058096425827,1,13,normal
9.609208962248143,3,0,217.1772998944962,1,18.639845976134193,7,20,normal
21.168548994006002,1,0,369.9967207416903,17,22.498762911184475,6,15,normal
18.02478952333338,2,1,383.10949722548025,14,25.272042801971704,5,15,normal
28.592878230313744,2,1,551.1148140923378,12,7.875096870524638,5,20,normal
16.474473855079474,3,0,465.98345907901313,6,37.47034794872322,5,12,normal
13.495000654602967,3,0,541.8774129014926,4,46.38820996741718,4,10,normal
14.896313653864398,3,1,124.80901641359102,4,13.210440102165142,4,19,normal
9.91140898286231,3,1,337.3219277048951,16,4.9365037881696345,2,7,normal
8.906096021272479,2,0,327.81419309418743,7,34.21533377126665,7,18,normal
6.352968756573957,3,1,482.24213714426725,10,45.92874821398318,4,9,normal
3.5241299150421006,2,0,242.90051933188093,13,31.840993091904107,7,11,normal
24.756476923376916,2,1,160.00547001089151,9,32.506992714431576,8,15,normal
11.462403054207394,2,1,468.86847914345697,17,12.225092669236862,5,9,normal
8.969375030895947,3,1,271.5308045797948,10,40.57173380053787,3,9,normal
5.341415070751774,3,1,117.20076647228072,17,36.975250374737016,2,6,normal
7.2854542026324935,1,1,43.47399404641175,15,11.897185337179561,7,21,normal
19.500863006163133,1,1,390.24882703163854,2,14.089742573006207,7,10,normal
20.599396107533902,2,1,284.1008213090205,9,34.7755894905563,7,13,normal
4.723434394169631,3,1,442.87312576338246,10,45.32347722031886,4,13,normal
19.71340528824579,3,0,214.32179040584683,6,18.072317138680898,4,18,normal
16.05273393633984,2,1,486.2032094587461,8,44.063914834292184,2,8,normal
16.455775809988722,1,1,219.81109044317282,6,3.0907743514321613,2,11,normal
17.17571910373072,2,0,295.1671990017193,8,29.233512832475395,4,10,normal
6.083785328372129,3,0,144.53220253566218,16,20.769153723757594,9,12,normal
22.928736537962138,1,1,408.9996829577143,3,46.39530206423291,7,17,normal
29.25077423021245,2,0,450.19272825412855,12,12.561007445161398,5,9,normal
19.08398495208003,2,1,460.50413968318054,1,30.62007742665967,6,9,normal
21.553596234546315,2,1,202.7831628888373,18,17.412887843897582,9,10,normal
11.043331289081102,1,0,320.54282064846797,3,20.15058509517703,7,15,normal
18.417235667457902,3,1,554.0534247322179,11,28.94207542472945,5,9,normal
7.046804916362738,3,0,96.32884679472137,18,31.583527612245472,8,15,normal
26.17364401311606,2,0,480.317348695025,14,4.505504511036983,5,8,normal
6.032210934608751,2,0,227.27684412653775,18,32.22811782859394,9,7,normal
4.8432155095136045,2,0,555.9715985926348,14,7.390302218567727,6,19,normal
6.070320190551964,3,0,257.2379258302185,13,18.692953903430805,8,10,normal
1.7485453015351227,1,0,578.975613605829,12,48.308196977084386,4,7,normal
9.054826088728573,3,1,30.189528488678963,11,31.169603767442563,7,8,normal
12.207364393615267,1,0,139.31599968736055,2,24.487778557433803,2,18,normal
18.96543479082004,3,0,275.29219118008507,9,7.54134375001621,9,17,normal
9.794979279460271,3,0,424.5319647656552,1,25.71639534341459,7,13,normal
24.605137815674546,3,1,204.56456384836866,4,26.588552463626755,7,7,normal
4.790600925465785,3,1,402.82320336203895,3,18.704087868425837,6,19,normal
6.129727209171778,1,1,579.37869702494,2,7.123284945834691,5,11,normal
23.919794339944296,1,1,418.1556515257994,7,31.137935553882215,5,15,normal
7.994842270386703,1,0,486.87615377330405,13,2.6103438597081206,1,8,normal
8.70968296297509,3,0,314.6202859378124,4,43.300689410950675,2,13,normal
24.50989191160172,1,1,519.952182038759,10,39.35831891993431,1,14,normal
3.962336360068605,1,0,422.236782469329,16,13.106195791279534,2,15,normal
8.338694551222751,1,1,393.20484178071985,2,19.624271037491617,6,13,normal
7.581976136595561,1,1,286.853204335962,13,7.933365540443562,1,12,normal
20.726605597042244,1,1,78.33144914610784,11,33.1222589430822,3,13,normal
4.055658484631373,1,0,319.8901949851197,8,17.985944720852174,4,16,normal
29.151748772449434,3,0,476.79032575757407,19,9.118412099037176,5,10,normal
20.148778871338806,2,1,77.09206817178315,16,48.409071724829005,8,21,normal
7.607430108750189,1,1,410.3897268864642,3,6.508627698890618,4,19,normal
3.008374882289938,1,1,302.6055179082765,18,16.4496674205091,4,17,normal
14.755747187280203,2,1,307.02883669719773,16,40.68260451046181,2,16,normal
2.268333150519115,1,1,371.1629981400884,9,18.92226767995691,9,7,normal
28.34919929459652,2,1,99.2557844915233,19,44.402782560358844,8,10,normal
9.291296887935644,2,0,531.1831361987678,12,45.98686341515795,2,10,normal
22.896215933642072,1,1,509.93917514733505,8,28.11175466279796,7,17,normal
2.5618880029427578,2,1,591.2617515289696,13,8.658333378607137,5,20,normal
3.6642557435912964,2,0,308.38465413701556,12,36.773676465929405,5,18,normal
22.55928979622167,3,0,90.38050615834098,7,29.070052772733728,9,21,normal
13.580214855388382,2,1,35.31902330144318,1,37.21474704489003,3,6,normal
9.059160820217167,3,1,531.495396986905,2,10.599763914130493,5,21,normal
24.63843314993067,3,0,422.0939426315516,16,39.297693332027166,4,9,normal
1.1516587927444695,2,1,50.127472315936274,17,1.0460649059920568,9,7,normal
23.00161531321914,3,1,114.86618868949347,6,43.89421271049593,5,15,normal
11.680976384698601,1,1,441.5804347755601,3,7.322233508382152,6,10,normal
1.0545166222224087,3,0,46.57068679605363,14,18.09690401684719,9,18,normal
3.6967285548708326,3,0,304.15454723509055,14,36.30853589780817,5,21,normal
7.537723908447122,2,1,415.58672421902645,18,30.306209380597814,3,6,normal
19.458228880425466,3,1,426.3869195469903,12,39.352400367017644,6,10,normal
23.869833975499787,3,1,242.87367980217886,17,21.983958625606824,2,20,normal
7.397746628625127,3,1,449.3279751163382,11,36.81398358709447,6,18,normal
6.03092215371276,2,1,312.8148389445351,15,6.357641450707672,6,20,normal
25.3542662834329,3,0,355.96719459949634,16,10.545350194957658,4,18,normal
29.40975473598262,3,0,429.143616883377,13,35.03469606224372,3,10,normal
2.6279469990700903,3,1,158.5585580576676,5,42.17571155619453,5,9,normal
24.276655984075603,2,1,305.2922570886525,6,31.742946974856963,7,12,normal
15.397373418303692,1,1,445.8196903318661,6,3.3353724283423563,9,20,normal
27.7560686845459,1,1,37.6394970663344,12,2.707447964461596,6,17,normal
8.995875739771016,3,1,478.6621634829143,10,13.961511443367234,6,20,normal
14.04245543106566,1,1,67.25870981169959,13,42.7279363584807,4,7,normal
27.28668614698792,1,0,333.47978889687374,1,38.706957445990255,6,20,normal
7.866744970030176,3,1,102.95327886414424,16,46.87271187063804,8,21,normal
19.108337947680113,1,1,588.3439790176014,5,32.881642772966686,5,13,normal
10.809630054638102,3,0,569.8105130110721,12,17.80056541829753,9,6,normal
5.3861580333131025,3,1,80.6389396999117,1,26.407850113031138,2,17,normal
21.961614793046028,1,0,433.46600542096814,17,30.838557962666485,6,7,normal
15.056192326771363,1,0,569.047943790161,16,11.196477432672722,2,21,normal
12.941200705950747,1,0,340.89616556193613,15,25.86888111413142,3,21,normal
24.025701774672175,1,1,223.6731587902745,4,37.95919953158744,6,20,normal
6.941556950370664,1,0,531.3616573223717,14,12.320412463386194,9,13,normal
29.564700028085376,2,0,45.4854300985691,3,45.506400190147225,1,15,normal
15.436562732994416,2,0,404.3646596928476,18,5.123694612777133,5,8,normal
6.672668918290936,2,1,193.66863610820806,9,29.090871611117297,5,13,normal
24.13951062886093,3,0,551.6013389920146,8,26.249430900951946,4,11,normal
24.004579162709376,3,1,518.5921764892892,3,44.91072387774864,8,11,normal
5.080634313413994,1,0,135.0081583656749,5,36.765444117691224,5,9,normal
24.159204899099787,2,1,518.4181435628036,9,40.27837500435599,7,21,normal
29.66406369295022,1,0,99.78732206459638,13,16.489054320117585,6,15,normal
13.39720094969784,3,1,37.18628638618265,3,26.606281295072478,9,9,normal
26.817483537516264,2,1,446.9529994940065,9,41.04364393615198,2,11,normal
21.597041160076035,1,0,543.7387261415498,12,23.233627260074087,5,13,normal
15.332160970258697,3,1,221.06858700139745,16,35.74469400637365,8,15,normal
3.918486877182467,1,0,110.92403416376652,9,37.1137293859748,2,15,normal
18.799545145655273,3,1,359.03234653810944,17,42.151653877695615,3,6,normal
4.661677505370579,2,1,209.50416550939156,15,9.15663114020999,9,9,normal
7.588207153681932,3,0,73.9344668123326,3,34.86045338873664,9,20,normal
9.854009624205208,3,0,48.917932100582945,14,38.08281228651172,4,17,normal
7.750131265937374,1,0,63.68351734460437,15,13.38419944951715,1,11,normal
20.45123704526919,3,0,93.26399745168422,14,23.28773442449535,4,10,normal
16.852798385445865,3,0,586.7761872510758,14,24.213968123615885,1,14,normal
13.221877205798176,2,1,580.758744102875,16,35.530572153365625,3,8,normal
22.864895204306734,1,1,40.263736692259066,7,31.256552614049713,9,16,normal
19.21890520343516,1,1,392.0007903685397,14,11.312937552723701,5,18,normal
7.391932743629114,26,37,7.536796038465361,1,2.396963030776079,1,5,brute_force
25.942511950421558,44,21,45.875625930238186,2,0.4160072291209209,2,1,brute_force
28.373163912924227,31,23,18.173059345024598,1,1.4979226579508507,2,2,brute_force
14.372183642091695,30,28,8.50025001076533,2,1.1791039767488443,2,0,brute_force
30.814801218248938,18,16,41.806014461594316,1,0.4169657782241447,2,0,brute_force
5.879968539704546,32,19,55.08721186893268,2,3.892010313077767,1,2,brute_force
36.238315148419616,38,29,38.38992682953147,1,2.2817059501954624,1,4,brute_force
27.386194641218864,16,35,10.732364154459122,2,3.955076642256741,1,5,brute_force
14.193647490952811,33,41,31.009342304599766,1,2.5807036915264936,1,5,brute_force
7.48262756468207,34,25,24.90192012628263,2,3.0599512176489747,1,2,brute_force
14.688500772695702,10,36,31.01342403525306,1,1.0608787924181255,1,4,brute_force
21.60009471509412,22,15,7.019674937545163,2,1.4960493055017083,1,4,brute_force
20.348847098810243,18,31,9.790102173767432,1,4.109212676866413,1,2,brute_force
35.7951937076406,48,20,42.14811141508991,2,4.964802511095445,1,5,brute_force
10.782137876824756,49,26,27.606159139605015,2,3.387620723238289,1,3,brute_force
28.611274852067567,42,33,57.52832813167439,2,3.634827910420813,1,2,brute_force
5.07363451115592,39,30,7.2307305649574785,2,3.4642905761137737,2,3,brute_force
18.434360906574284,45,25,10.07566356402915,1,2.1528441719186295,2,0,brute_force
7.485268258663941,24,9,41.771495569760276,1,3.2676054416105744,1,2,brute_force
25.95423408116841,23,25,12.637922951808434,1,3.101609994889614,2,2,brute_force
30.339056941313284,36,9,34.149533760953034,1,2.716440615484043,2,1,brute_force
5.409731375581642,21,42,29.686918942108953,1,2.928279444999299,2,4,brute_force
9.305115329331098,40,32,45.10454181521964,1,0.43018431844906035,1,5,brute_force
